feature,importance
tipo_acidente,0.014591640858793529
descricao,0.01891815073884809
hora,0.03848716824335475
dia_semana,0.07005387580328942
numero_vitimas,0.07403706781077658
ano,0.08572350208928844
mes,0.15380900262562927
dia,0.15566499906197903
periodo_dia,0.16730180813346884
endereco_id,0.21239392687629954
